regione,citta,file_base,larghezza,altezza,alt_it,autore,licenza,licenza_url,pagina_fonte
Sicilia,Cefalù,cefalu-01,1200,800,"View of Cefalu from above — Sicilia, Italia","tamás szabó from Kolozsvár, Románia",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:View_of_Cefalu_from_above_(44945905581).jpg
Sicilia,Cefalù,cefalu-02,1600,1064,"Italy, Sicily, Cefalù, view from Via Giudecca — Sicilia, Italia",Berthold Werner,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Cefal%C3%B9_BW_2025-05-01_09-33-36.jpg
Sicilia,Cefalù,cefalu-03,1600,1066,"Italy, Sicily, Cefalù, harbour — Sicilia, Italia",Berthold Werner,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Cefalu_Fishers_Harbour_BW_2012-10-11_12-38-32.jpg
Sicilia,Milazzo,milazzo-01,1600,1067,"Prospetto Duomo, Milazzo — Sicilia, Italia",Effems,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Castello_Milazzo_05.jpg
Sicilia,Milazzo,milazzo-02,1600,1067,"Piscina di Venere, Milazzo — Sicilia, Italia",Davide Mauro,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Piscina_di_Venere.jpg
Sicilia,Milazzo,milazzo-03,1600,1067,"Villa Vaccarino, Milazzo — Sicilia, Italia",Effems,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Villa_Vaccarino_(Milazzo)_01_09_2019_02.jpg
Sicilia,Palermo,palermo-01,1600,1062,"Punta Barcarello a Sferracavallo. Palermo — Sicilia, Italia","Salvatore Marra from Palermo, Italia",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Chebellolavorardinotte.jpg
Sicilia,Palermo,palermo-02,1600,1071,"Italy, Sicily, Palermo, Mondello — Sicilia, Italia",Berthold Werner,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Mondello_BW_2012-10-09_15-15-08.JPG
Sicilia,Palermo,palermo-03,1600,1067,"Palazzo delle Poste, Palermo, Italia — Sicilia, Italia",Patrick Nouhailler's…,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Palermo_-_panoramio_(29).jpg
Sicilia,Palermo (Mondello),palermo-mondello-01,1600,1067,"Il golfo di Mondello, Palermo — Sicilia, Italia","Andrea Calcagno from PALERMO, Italia",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Il_golfo_di_Mondello.jpg
Sicilia,Palermo (Mondello),palermo-mondello-02,1600,1067,"An Italian CANT Z.506 Airone seaplane on the Sicilian beach of Mondello, September 1943, Palermo — Sicilia, Italia",Nick Parrino,Public domain,,https://commons.wikimedia.org/wiki/File:Cant_Z506_on_Sicily_beach_side_1943.jpg
Sicilia,Palermo (Mondello),palermo-mondello-03,1200,800,"PA Palermo - Mondello- ingresso allo Stabilimento Balenare — Sicilia, Italia",Albertomos,Public domain,,https://commons.wikimedia.org/wiki/File:PA-Palermo-1957-Mondello-stabilimento-balneare.jpg
Sicilia,Taormina,taormina-01,1600,1064,"Italy, Sicily, Taormina, Basilica San Nicolò di Bari — Sicilia, Italia",Berthold Werner,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Taormina_BW_2025-04-27_13-18-25.jpg
Sicilia,Taormina,taormina-02,1600,1064,"Coast looking northward from Taormina, Sicily. Compare to 1899 view — Sicilia, Italia",pjt56 ---,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:TaorminaCoast-pjt.jpg
Sicilia,Taormina,taormina-03,1600,1067,"Italy, Sicily, Taormina, ancient theatre — Sicilia, Italia",Berthold Werner,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Taormina_BW_2012-10-05_16-15-42.jpg
Sicilia,Trapani,trapani-01,1600,1064,"Italy, Sicily, view from Erice to Trapani — Sicilia, Italia",Berthold Werner,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Trapani_BW_2025-04-30_12-08-03.jpg
Sicilia,Trapani,trapani-02,1600,1067,"Des chalutiers et des senneurs dans le port de pêche (porto peschereccio) de Trapani. Trapani, Sicile, Italie — Sicilia, I…",Jpbazard Jean-Pierre Bazard,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Bateaux_de_p%C3%AAche_de_Trapani_(3).jpg
Sicilia,Trapani,trapani-03,1600,1062,"Photo personnelle d'un coucous typique des îles Kerkennah (Tunisie) août 2007, Trapani — Sicilia, Italia",Nessun autore leggibile automaticamente. Elcèd77 presunto (secondo quanto affermano i diritti d'autore).,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Fish_couscous_from_Kerkenah,_Tunisia,_August_16th,_2007.jpg"
Toscana,Arezzo,arezzo-01,1600,1064,"Panorama of Arezzo, Tuscany, Italy — Toscana, Italia",LigaDue,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:ArezzoPanorama3.jpg
Toscana,Arezzo,arezzo-02,1600,1067,"Duomo di Arezzo — Toscana, Italia",Luca Aless,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Arezzo_-_Duomo.jpg
Toscana,Arezzo,arezzo-03,1600,1067,"Veduta del centro città da dietro la fortezza, Arezzo — Toscana, Italia",Enrico P87,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:ArezzoCityCentre.jpg
Toscana,Firenze,firenze-01,1600,1067,"Basilica di Santa Maria Novella (2019), Firenze — Toscana, Italia",Photo2021,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Santa_Maria_Novella_2019.jpg
Toscana,Firenze,firenze-02,1600,1067,"Fuochi d'artificio sopra il Ponte Vecchio a Firenze , Italia — Toscana, Italia",Martin Falbisoner,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Fireworks_over_Ponte_Vecchio.JPG
Toscana,Firenze,firenze-03,1600,1067,"Corridoio superiore est della Galleria degli Uffizi a Firenze — Toscana, Italia",Luca Aless,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Firenze_-_Galleria_degli_Uffizi,_corridoio_livello_superiore.jpg"
Toscana,Isola d'Elba,isola-d-elba-01,800,533,"Aerial view of the island of Elba , Monte Capanne , Marciana Marina and Portoferraio, Isola d'Elba — Toscana, Italia",Mjobling,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Aerial_view_of_Elba_1.jpg
Toscana,Isola d'Elba,isola-d-elba-02,1600,1067,"Sujet : Elbe, Île d' Échelle(s) : 4 Mille Ital.ns [= 11,4 cm ; 1:65 000 environ] Couverture : Italie – Toscane Langue : fr…",Moydier (16..-17..?). Auteur du texte,Public domain,,https://commons.wikimedia.org/wiki/File:Carte_de_l%27Isle_d%27Elbe_-_(Sign%C3%A9)_Moydier_-_btv1b8494229z.jpg
Toscana,Isola d'Elba,isola-d-elba-03,1600,1067,"L'isle d'Elbe dans la côte de Toscane, - btv1b53011967w, Isola d'Elba — Toscana, Italia",Autore sconosciuto,Public domain,,"https://commons.wikimedia.org/wiki/File:L%27isle_d%27Elbe_dans_la_c%C3%B4te_de_Toscane,_(1705)_-_btv1b53011967w.jpg"
Toscana,Lucca,lucca-01,1600,1066,"Der Piazza dell’Anfiteatro in Lucca , Sept. 2021 — Toscana, Italia",Kasa Fue,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Lucca_Piazza_dell%E2%80%99Anfiteatro_2021.jpg
Toscana,Lucca,lucca-02,1600,1068,"Paolo Monti - Serie fotografica - BEIC, Lucca — Toscana, Italia",Paolo Monti,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Paolo_Monti_-_Serie_fotografica_(Lucca,_1962)_-_BEIC_6328521.jpg"
Toscana,Lucca,lucca-03,1600,1066,"Il mondo romano all'epoca del primo triumvirato e degli accordi di Lucca tra Cesare, Crasso e Pompeo nel 56 a.C — Toscana,…",Cristiano64 Questo file deriva da: Map of the Ancient Rome at Caesar time-fr.svg Historicair,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Mondo_romano_nel_56_aC_al_tempo_del_primo_triumvirato.png
Toscana,Montepulciano,montepulciano-01,1600,1067,"Montepulciano02 — Toscana, Italia",Autore sconosciuto,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Montepulciano02.jpg
Toscana,Montepulciano,montepulciano-02,1600,1067,"Duomo di Montepulciano — Toscana, Italia",Photo2023,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Duomo_di_Montepulciano_2020.jpg
Toscana,Montepulciano,montepulciano-03,1600,1067,"Montepulciano, la fontana di Piazza Grande vista nel film The Twilight Saga: New Moon — Toscana, Italia",L'utente che ha caricato in origine il file è stato Valentini17 di Wikipedia in italiano,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:FontanaNewMoonMontepulciano.jpg
Toscana,Orbetello,orbetello-01,1600,1060,"Palazzo municipale di Orbetello, Toscana, Italia — Toscana, Italia",Davide Papalini,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Orbetello-palazzo_municipale.jpg
Toscana,Orbetello,orbetello-02,1600,1067,"Orbetello - panoramio — Toscana, Italia",trolvag,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Orbetello_-_panoramio.jpg
Toscana,Orbetello,orbetello-03,1600,1067,"Orbetello, porta medina, 01 — Toscana, Italia",Sailko,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"https://commons.wikimedia.org/wiki/File:Orbetello,_porta_medina,_01.jpg"
Toscana,Pisa,pisa-01,1600,1067,"Pisa. Lungarno — Toscana, Italia",Miguel Hermoso Cuesta,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Lungarno_Pisa_25.JPG
Toscana,Pisa,pisa-02,1600,1067,"Pisa , Italy, Arno river — Toscana, Italia",Arne Müseler,CC BY-SA 3.0 de,https://creativecommons.org/licenses/by-sa/3.0/de/deed.en,https://commons.wikimedia.org/wiki/File:Italy_-_Pisa.jpg
Toscana,Pisa,pisa-03,1600,1067,"Ponte di Mezzo, Pisa, Italy — Toscana, Italia",Arne Müseler,CC BY-SA 3.0 de,https://creativecommons.org/licenses/by-sa/3.0/de/deed.en,https://commons.wikimedia.org/wiki/File:Italy_-_Pisa_-_Ponte_di_Mezzo.jpg
Toscana,San Giovanni Valdarno,san-giovanni-valdarno-01,1600,1067,"Foto del valdarno superiore scattata dal pratomagno, San Giovanni Valdarno — Toscana, Italia",L3O,Public domain,,https://commons.wikimedia.org/wiki/File:Valdarno_superiore.JPG
Toscana,San Giovanni Valdarno,san-giovanni-valdarno-02,1600,1066,"Palazzo Feroni - San Giovanni Valdarno — Toscana, Italia",Walter Giannetti,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Palazzo_Feroni_-_San_Giovanni_Valdarno.jpg
Toscana,San Giovanni Valdarno,san-giovanni-valdarno-03,1600,1067,"Palazzo Mannozzi-Gariberti - San Giovanni Valdarno — Toscana, Italia",Walter Giannetti,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Palazzo_Mannozzi-Gariberti_-_San_Giovanni_Valdarno.jpg
Toscana,Siena,siena-01,1600,1066,"Basilica di San Domenico a Siena — Toscana, Italia","This Photo was taken by Wolfgang Moroder . Feel free to use my photos, but please mention me as the author and send me a message . This image is not in the public domain . Please respect the copyright protection. It may only be used according to the rules mentioned here. This specifically excludes use in social media , if applicable terms of the licenses listed here not appropriate. Please do not upload an updated image here without consultation with the Author. The author would like to make corrections only at his own source. This ensures that the changes are preserved. Please if you think that any changes should be required, please inform the author. Otherwise you can upload a new image with a new name. Please use one of the templates derivative or extract .",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Siena_e_la_basilica_di_San_Domenico.jpg
Toscana,Siena,siena-02,1600,1062,"Panorama di Siena — Toscana, Italia",Superchilum,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Cityscape_of_Siena_08.JPG
Toscana,Siena,siena-03,1600,1070,"Piazza del Campo, Siena, Italy — Toscana, Italia",flissphil,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Siena-view.jpg
Toscana,Viareggio,viareggio-01,1600,1067,"Viareggio, Italy — Toscana, Italia",Arne Müseler,CC BY-SA 3.0 de,https://creativecommons.org/licenses/by-sa/3.0/de/deed.en,https://commons.wikimedia.org/wiki/File:Italy_-_Viareggio.jpg
Toscana,Viareggio,viareggio-02,1600,1067,"Galleria d’Arte Moderna e Contemporanea Lorenzo Viani (Viareggio) — Toscana, Italia",Sailko,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"https://commons.wikimedia.org/wiki/File:Viareggio,_gamc,_sala_di_lorenzo_viani_01.jpg"
Toscana,Viareggio,viareggio-03,1600,1067,"Grand Hotel Royal (Viareggio) — Toscana, Italia",Sailko,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"https://commons.wikimedia.org/wiki/File:Viareggio,_hotel_royal,_esterno_01.jpg"
Trentino,Riva del Garda,riva-del-garda-01,1600,1067,"Riva del Garda aus Richtung Nord-West — Trentino, Italia",Otto Domes,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Riva_del_Garda_aus_Nord-West.jpg
Trentino,Riva del Garda,riva-del-garda-02,1600,1067,"Ex stazione ferroviaria a Riva del Garda (1891) — Trentino, Italia",Sconosciuto Unknown author,Public domain,,https://commons.wikimedia.org/wiki/File:Bahnhof_Riva_1891.JPG
Trentino,Riva del Garda,riva-del-garda-03,1600,1067,"Chiesa dell'Inviolata in Riva del Garda — Trentino, Italia",Martin Kraft,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:MK40877_Chiesa_dell%27Inviolata_(Riva_del_Garda).jpg
Trentino,Trento,trento-01,1600,1067,"S.A.S.S. Spazio Archeologico Sotteraneo del Sas, Trento — Trentino, Italia",Stefano Canziani,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Strada_romana.JPG
Trentino,Trento,trento-02,1600,1067,"Palazzo Sardagna , in Via Calepina, Trento — Trentino, Italia",Lungoleno,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Palazzo_Sardagna_2016_1.jpg
Trentino,Trento,trento-03,1600,1062,"10 Trento-Castello Buonconsiglio-panorama Loggia veneziana gotica-Col Castion, Doss Trento, Mausoleo Cesare Battisti, Mont…",Paolo Villa,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"https://commons.wikimedia.org/wiki/File:10_2014_Trento-Castello_Buonconsiglio-panorama_Loggia_veneziana_gotica-Col_Castion,_Doss_Trento,_Mausoleo_Cesare_Battisti,_Monte_Soprasasso,_Monte_Terlago-ITALY-_K-5_II_-Tamron_AF_17-50mm_F2.8-photo_Paolo_Villa.jpg"
Umbria,Assisi,assisi-01,1600,1067,"Veduta storica di Assisi e dei monumenti, intitolata Assisi città dello stato pontificio . Incisione del settecento (?) — …",Creator of the engraving unknown; image scanned by Aristeas,Public domain,,https://commons.wikimedia.org/wiki/File:Engraved_panoramic_view_of_Assisi_(Assisi_citt%C3%A0_dello_stato_pontificio).jpg
Umbria,Assisi,assisi-02,1600,1067,"Vista notturna della Basilica di San Francesco, Assisi — Umbria, Italia",Francesco Falconetti,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Vista_notturna_della_Basilica_di_San_Francesco.jpg
Umbria,Assisi,assisi-03,1600,1067,"Assisi, San Francesco — Umbria, Italia",Berthold Werner,Public domain,,https://commons.wikimedia.org/wiki/File:Assisi_San_Francesco_BW_2.JPG
Umbria,Orvieto,orvieto-01,1600,1067,"Panorama di Orvieto — Umbria, Italia",NikonZ7II,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Panorama_di_Orvieto.jpg
Umbria,Orvieto,orvieto-02,1600,1067,"Chiesa di San Giovenale, Orvieto TR, Umbria, Italy — Umbria, Italia",trolvag,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Chiesa_di_San_Giovenale,_Orvieto_TR,_Umbria,_Italy_-_panoramio.jpg"
Umbria,Orvieto,orvieto-03,1200,800,"The church of Madonna del velo in Orvieto - Italy, built by bishop Giuseppe di Marsciano (1696-1754) — Umbria, Italia",Ubimaior,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:MADONNA_DEL_VELO_0_17.jpg
Umbria,Perugia,perugia-01,1600,1068,"12-09 Perugia Sant'Anna train station — Umbria, Italia",Originale: Mlemmi Opera derivata: Danyele Questa JPG grafica è stata creata con GIMP .,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:2022-12-09_Perugia_Sant%27Anna_train_station_(edited).jpg
Umbria,Perugia,perugia-02,1600,1067,"San Pietro Abbey, Perugia, Italy — Umbria, Italia",Diego Delso,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Abad%C3%ADa_de_San_Pedro,_Perugia,_Italia,_2022-09-20,_DD_01-03_HDR.jpg"
Umbria,Perugia,perugia-03,1600,1067,"Catedral, Perugia, Italia, -09-20, DD 42-44 HDR — Umbria, Italia",Diego Delso,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Catedral,_Perugia,_Italia,_2022-09-20,_DD_42-44_HDR.jpg"
Umbria,Todi,todi-01,1600,1064,"Todi: palazzo dei Priori - Italia — Umbria, Italia","Francesco Gasparetti from Senigallia, Italy",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Todi-palazzo_dei_Priori.jpg
Umbria,Todi,todi-02,1200,798,"TodiCastle a castle in Umbria, Italy — Umbria, Italia",Mario Santoro,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:TodiCastle_grounds.jpg
Umbria,Todi,todi-03,1600,1067,"Todi panorama — Umbria, Italia",66colpi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Il_centro_storico_dalla_torre.jpg
Veneto,Padova,padova-01,1600,1068,"Veduta dal Ponte delle Torricelle al Ponte Gregorio Barbarigo in Padova — Veneto, Italia",Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Canals_in_Padua_-_Ponte_delle_Torricelle.jpg
Veneto,Padova,padova-02,1600,1067,"Duomo di Padova - Facciata e il battistero — Veneto, Italia",Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Duomo_(Padua)_-_Facade.jpg
Veneto,Padova,padova-03,1600,1068,"Una passeggiata per Padova — Veneto, Italia",joergens.mi,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Museo_d%C2%B4Arte_Medioevale_e_Moderna_(Padova)_jm56863.jpg
Veneto,Venezia,venezia-01,1600,1065,Veduta di Venezia fotografata all'imbrunire. Scattata con macchina fotografica Canon su pellicola Kodak e scansionata con …,Matrobriva,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Photography_of_Venice_at_dusk.jpg
Veneto,Venezia,venezia-02,1600,1068,"Punta della Dogana a Venezia — Veneto, Italia",Matteo Pappadopoli,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Venezia_-_Punta_della_Dogana_-_2024-09-24_07-52-02_001.jpg
Veneto,Venezia,venezia-03,1600,1068,"Ex convento dei Frari da Campo dei Frari , oggi accesso all'Archivio di Stato in Venezia — Veneto, Italia",Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Archivio_di_Stato_(Venice).jpg
Veneto,Verona,verona-01,1600,1067,"Piazza Sant'Anastasia - Basilica di Santa Anastasia - Chiesa di San Giorgetto, Verona — Veneto, Italia",Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Piazza_Sant%27Anastasia_(Verona)_-_Basilica_di_Santa_Anastasia_-_Chiesa_di_San_Giorgetto.jpg
Veneto,Verona,verona-02,1600,1067,"Arche scaligere, Verona — Veneto, Italia",Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Arche_scaligere_(Verona).jpg
Veneto,Verona,verona-03,1600,1064,"Appian Way, near Casal Rotondo, Verona — Veneto, Italia",Livioandronico2013,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Appian_Way.jpg
