id,scuola,citta,url,stato,dettaglio,testo_suggerito
scuola-leonardo-da-vinci-viareggio,Scuola Leonardo da Vinci Viareggio,Viareggio,https://www.scuolaleonardo.com,DATE_MANCANTI,Nessuna data nel testo della pagina.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
il-sasso,Il Sasso,Montepulciano,https://www.ilsasso.com,DATE_MANCANTI,Nessuna data nel testo della pagina.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
terramare,Terramare,Orbetello,https://www.terramare.it,SITO_NON_RAGGIUNGIBILE,https://www.terramare.it → URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1016)>,
centro-fiorenza-isola-d-elba,Centro Fiorenza Isola d'Elba,Isola d'Elba,https://www.centrofiorenza.com,SITO_NON_RAGGIUNGIBILE,"https://www.centrofiorenza.com → URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",
il-sillabo,Il Sillabo,San Giovanni Valdarno,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
comitato-linguistico,Comitato Linguistico,Perugia,https://www.comitatolinguistico.com,AGGIORNATO,Date future trovate: 2026-08,
universita-per-stranieri-di-perugia,Università per Stranieri di Perugia,Perugia,https://www.unistrapg.it,AGGIORNATO,"Date future trovate: 2026-09, 2026-10, 2026-11, 2027-05",
accademia-lingua-italiana-assisi,Accademia Lingua Italiana Assisi,Assisi,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
lingua-si,Lingua Sì,Orvieto,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
la-lingua-la-vita,La Lingua La Vita,Todi,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
centro-studi-italiani,Centro Studi Italiani,Urbania,https://www.centrostudiitaliani.org,SITO_NON_RAGGIUNGIBILE,"https://www.centrostudiitaliani.org → URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",
scuola-dante-alighieri-campus-l-infinito,Scuola Dante Alighieri Campus L'Infinito,Recanati,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
istituto-lorenzo-de-medici-tuscania,Istituto Lorenzo de' Medici Tuscania,Tuscania,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
centro-italiano,Centro Italiano,Napoli,https://www.centroitaliano.it,SITO_NON_RAGGIUNGIBILE,https://www.centroitaliano.it → URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1016)>,
sant-anna-institute,Sant'Anna Institute,Sorrento,https://www.santannainstitute.com,DATE_MANCANTI,Nessuna data nel testo della pagina.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
accademia-italiana-salerno,Accademia Italiana Salerno,Salerno,https://www.accademia-italiana.it,DATE_MANCANTI,Nessuna data nel testo della pagina.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
accademia-leonardo,Accademia Leonardo,Salerno,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
piccola-universita-italiana-tropea,Piccola Università Italiana Tropea,Tropea,https://www.piccolauniversitaitaliana.com,DATE_MANCANTI,Nessuna data nel testo della pagina.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
caffe-italiano-club,Caffè Italiano Club,Tropea,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
universita-per-stranieri-dante-alighieri,Università per Stranieri Dante Alighieri,Reggio Calabria,https://www.unistrada.it,DATE_MANCANTI,Nessuna data nel testo della pagina.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
porta-d-oriente,Porta d'Oriente,Otranto,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
babilonia-centro-di-lingua-e-cultura-italiana,Babilonia Centro di Lingua e Cultura Italiana,Taormina,https://www.babilonia.it,SITO_NON_RAGGIUNGIBILE,https://www.babilonia.it → HTTPError: HTTP Error 403: Forbidden,
laboling,Laboling,Milazzo,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
solemar-academy,Solemar Academy,Cefalù,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
solemar-sicilia,Solemar Sicilia,Palermo (Mondello),,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
itastra-universita-di-palermo,Itastra Università di Palermo,Palermo,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
scuola-virgilio,Scuola Virgilio,Trapani,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
pintadera-centro-mediterraneo,Pintadera Centro Mediterraneo,Alghero,,SITO_MANCANTE,Nessun URL in `sito`/`pagina_corsi`: aggiungilo in dati.js.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
one-world-italiano,One World Italiano,Cagliari,https://www.oneworlditaliano.com,DATE_MANCANTI,Nessuna data nel testo della pagina.,"Le date di inizio non sono pubblicate sul sito della scuola. Nella maggior parte delle scuole i corsi intensivi di gruppo partono ogni lunedì (i principianti assoluti in date fisse, in genere ogni due settimane). Scrivi alla scuola per confermare la prossima data utile: in alta stagione (giugno–settembre) i posti si chiudono 2–3 settimane prima."
